Bib,Name,Miles,KM,May 1,May 2,May 3,May 4,May 5,May 6,May 7,May 8,May 9,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31
10822,Steve Gordon,625.1,1005.9,8,11,15,11,15,14,15,15,14,14,15,15,16,16,19,19,17,20,19,20,21,25,23,25,26,27,27,28,29,30,33
2942,Van Phan,625.0,1005.9,25,11,12,10,18,2,10,11,22,20,10,10,2,7,25,2,8,2,8,2,68,0,10,4,44,42,44,42,42,38,54
4316,Jenna Kerr,623.6,1003.6,19,20,20,19,21,20,19,19,21,19,16,19,19,19,20,19,18,19,19,20,17,17,18,18,20,19,20,18,17,19,17
1848,Isaac Wilson,623.3,1003.1,33,32,36,32,32,36,36,36,54,36,36,36,36,36,40,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,Lisa Van Wolde,621.6,1000.4,22,26,24,16,20,21,9,20,13,26,12,13,3,15,13,21,2,35,31,25,8,15,18,10,22,23,25,26,15,5,47
6656,Jason Singer,621.4,1000.0,14,15,17,17,15,22,20,15,15,20,19,7,29,15,13,21,21,10,23,12,10,5,14,9,24,30,17,10,32,24,24
3883,Cindy Sullivan,619.4,996.8,10,26,18,12,12,11,12,20,25,25,11,11,11,50,10,18,22,11,12,12,12,14,22,23,23,13,14,13,15,31,33
10479,Scott Andrist,617.2,993.3,23,16,9,24,37,10,16,19,21,9,20,12,23,19,23,19,9,20,12,21,23,23,20,11,11,21,21,8,20,20,10
6304,Kaci Lickteig,617.1,993.1,14,22,22,14,15,15,15,16,22,26,12,16,15,16,13,27,29,13,20,16,13,0,63,15,24,3,16,16,15,21,22
4272,Jukka Kukkonen,616.6,992.3,17,14,19,24,24,22,16,24,19,19,21,19,19,22,20,19,19,19,19,20,20,19,16,11,18,19,14,12,5,32,8
4917,Philip Smith,615.9,991.2,16,26,27,10,13,14,25,22,28,28,16,7,6,10,10,18,17,17,18,14,18,17,8,23,14,20,19,24,24,27,20
5528,Dale Harvey,615.5,990.5,15,11,11,15,15,15,20,15,15,15,15,15,16,16,16,16,16,16,15,16,16,20,20,24,20,20,20,25,20,20,29
366,Jools Smith,613.5,987.3,12,20,35,14,15,15,13,51,11,15,16,15,26,10,22,10,10,19,24,12,25,12,6,0,41,17,18,18,14,22,16
2571,Stephanie Stonebraker,611.3,983.8,9,12,11,12,19,9,11,31,6,14,21,18,23,17,16,11,20,12,36,13,21,11,6,20,20,19,34,21,18,19,21
17879,Jean MOREAU,609.2,980.4,9,9,10,11,11,12,12,24,25,23,14,17,14,15,16,27,38,3,13,15,23,27,27,25,15,13,16,15,15,16,35
10846,Zoe Beale,608.0,978.5,6,30,5,16,16,18,12,11,16,13,18,14,14,15,13,24,16,9,14,27,20,29,17,17,23,18,20,18,19,19,21
4741,David Musgrave,607.3,977.4,33,26,38,23,32,23,0,5,0,6,11,15,17,17,15,6,35,4,21,16,16,0,32,19,12,17,21,20,22,22,22
9178,Naoki Suzuki,607.0,976.8,14,24,27,27,27,19,12,12,45,29,6,13,17,7,13,3,62,13,6,25,9,17,31,29,6,7,29,11,13,12,6
552,Chastity Hertel,606.6,976.2,22,40,13,13,7,20,13,13,22,11,15,11,13,20,17,26,6,20,22,25,21,30,12,26,13,8,26,10,27,20,6
2497,Cheryl Symons,604.1,972.2,8,26,20,11,15,19,16,13,35,23,13,20,12,20,12,41,31,12,8,26,14,28,39,6,5,8,11,14,16,13,17
2301,Charles Upshall,604.0,972.0,14,16,14,16,16,17,17,19,20,15,17,14,18,17,18,15,21,14,19,17,20,17,21,16,17,16,19,20,19,21,23
9035,Eve Posen,602.9,970.3,16,13,16,17,19,18,16,17,14,16,18,22,19,18,17,14,17,18,22,20,18,17,16,19,17,22,20,18,19,15,17
54,Michael Maddock JR,601.4,967.8,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,6,10,11,3,6,18,10,10,10,10
2941,Mikey Sklar,601.3,967.6,26,10,12,10,18,2,10,10,22,20,10,10,2,7,25,2,8,2,8,3,68,0,4,4,43,42,43,42,40,37,43
9391,Terry Smallin,601.0,967.2,10,40,5,10,20,10,10,10,10,10,10,20,20,10,18,35,0,15,25,25,25,25,15,63,0,10,25,25,25,25,10
346,Jason Midlock,600.5,966.5,13,23,11,13,13,20,13,12,37,13,13,17,21,15,14,18,14,15,16,31,14,17,20,16,15,17,18,17,16,23,23
362,Kay Leighton,599.3,964.5,0,53,22,16,10,15,8,13,0,13,14,11,15,11,5,30,18,30,16,15,18,18,11,26,10,20,12,27,32,15,28
257,Laura Eriks,598.8,963.7,82,22,11,20,5,19,13,6,25,16,20,19,15,11,8,14,13,50,6,17,33,0,13,18,10,5,28,8,10,22,13
3008,Jeannie Cook,598.0,962.4,10,20,12,15,12,20,21,15,22,7,27,16,16,20,16,15,13,18,12,20,20,14,10,20,22,17,20,20,27,20,11
1844,James Hughes,597.7,961.9,21,31,14,15,19,18,22,20,11,4,8,8,11,8,14,10,18,16,7,15,15,17,31,31,23,12,11,15,15,34,44
2799,Ken B Anderson,597.2,961.1,15,14,16,16,16,14,15,16,17,16,14,15,16,17,16,19,16,17,17,18,20,18,20,20,18,22,17,23,20,23,21
4886,Daniel 'Roxen' Roxvret,596.8,960.4,21,18,33,17,33,18,25,0,68,0,10,30,23,25,17,49,0,0,0,11,35,0,0,0,21,18,12,0,20,24,10
4585,Shishaldin Hanlen,595.7,958.7,15,17,15,13,7,9,13,13,19,27,15,12,20,15,16,17,19,16,15,17,16,17,20,22,24,20,20,22,21,21,23
12248,Pierfrancesco Turra,595.2,957.9,0,13,13,7,7,9,10,7,9,10,16,16,17,9,16,24,14,18,13,16,12,11,16,27,16,16,16,27,31,37,32
10736,Eleanor Baverstock,592.6,953.7,20,0,20,19,19,19,22,19,17,18,20,21,19,21,19,0,7,19,21,19,20,18,15,9,20,21,19,22,19,18,19
6237,Mandy Sadowski,591.1,951.3,13,6,27,17,26,22,17,20,20,24,20,20,20,20,20,17,15,15,15,10,7,7,21,10,16,15,15,20,35,25,25
5940,Pete Sutton,590.7,950.7,13,20,25,9,10,17,10,26,26,20,8,14,14,10,18,27,22,11,8,0,12,11,26,21,8,41,45,14,15,16,21
12201,Adrian Martin,589.8,949.1,1,3,4,4,6,11,15,10,10,11,11,12,13,14,15,16,17,18,19,20,21,22,4,24,26,27,29,27,31,30,33
15701,Charles Perrot-Minot,588.3,946.7,16,21,29,10,10,24,17,0,21,45,7,10,25,15,0,21,32,8,10,26,16,0,22,38,9,10,27,16,0,22,29
4966,Meghan Prohaska,585.0,941.5,10,20,20,15,20,15,20,10,20,20,16,15,20,13,20,21,6,20,20,13,20,17,22,15,22,16,15,22,15,10,20
4468,Luca Papi,583.7,939.3,8,8,11,22,18,6,28,16,16,6,12,29,14,43,14,12,10,10,9,26,22,14,10,30,11,14,92,11,0,40,3
7643,Emily Ryan,583.6,939.3,15,14,15,13,12,11,16,12,20,10,12,13,10,18,13,18,12,22,17,16,21,23,20,16,22,23,15,25,32,25,32
7501,Paul Lloyd,582.8,938.0,12,9,4,14,16,12,20,18,7,11,5,20,26,12,17,13,10,23,27,18,24,14,0,52,16,20,21,14,22,35,22
2492,James Caudill,582.6,937.7,13,13,14,15,15,16,15,14,15,13,21,14,15,7,16,17,17,18,11,20,18,16,14,22,21,16,16,17,12,26,26
3118,Mark Atkinson,582.6,937.5,1,6,26,11,5,9,8,8,9,13,14,15,15,14,17,22,18,18,22,22,21,22,23,24,26,26,27,28,29,30,34
3561,Karen Barrett,581.8,936.4,16,25,18,19,11,14,15,15,19,19,11,13,16,19,19,19,14,13,8,12,17,20,20,24,20,14,18,19,18,26,21
2562,Andy Persson,581.2,935.4,10,13,10,10,10,6,7,8,10,10,11,12,13,18,19,16,20,18,19,20,25,22,23,24,25,26,27,32,30,30,33
1573,Bill Thompson,581.1,935.1,13,20,20,13,23,26,13,26,20,22,13,22,25,13,12,25,20,13,13,13,13,13,55,10,15,13,13,14,14,12,10
16975,Myra Keep,580.4,934.1,0,22,6,0,6,11,11,11,27,10,10,16,17,17,17,34,17,17,14,16,16,26,27,19,14,18,15,21,19,39,26
16038,Matthew Griffiths,578.2,930.6,0,15,21,8,8,15,10,22,11,25,3,19,18,5,26,16,30,9,19,22,12,19,9,17,21,26,29,48,12,22,24
1214,Jan Carstens,577.8,929.9,17,17,21,13,6,28,11,19,17,19,9,11,12,13,11,11,14,12,12,20,15,24,24,24,25,9,13,8,31,21,18
51,Diane Freutel,577.4,929.2,11,15,17,13,12,13,19,11,17,12,16,12,13,15,16,15,4,21,21,17,18,19,18,22,16,21,21,19,23,20,23
13722,William Corley,575.0,925.4,0,8,21,10,10,11,13,12,24,11,17,16,19,17,17,24,18,17,17,18,18,17,20,24,21,13,17,18,18,25,20
10850,Jay Birmingham,574.0,923.8,14,12,16,16,16,15,21,17,17,17,13,18,16,22,15,18,15,16,19,17,21,17,17,12,16,20,20,16,16,18,17
3630,Claire Robinson-White,574.0,923.7,13,14,13,13,13,14,14,14,13,13,14,16,16,13,10,42,25,14,16,24,18,13,18,14,20,14,17,23,20,28,15
2443,Amy Clark,573.4,922.8,9,16,16,14,13,13,14,15,24,15,16,15,15,15,16,25,16,16,19,17,15,15,25,17,15,18,15,16,19,26,20
2172,alan murphy,573.2,922.5,16,16,17,16,16,19,17,16,18,16,16,19,16,18,16,16,17,16,17,17,18,20,18,18,16,16,16,16,16,16,19
1256,Emmanuel Ronchin,572.6,921.5,13,17,26,13,6,13,13,12,31,13,13,13,5,13,13,20,31,17,8,17,12,15,22,22,17,15,11,16,19,20,37
5670,Margie Hadley,572.5,921.3,15,23,15,17,19,19,19,12,30,10,20,18,19,21,12,25,16,19,20,21,20,13,27,9,8,16,9,11,7,32,11
4427,William Moeller,572.4,921.2,15,12,12,11,31,32,5,10,18,12,19,17,12,15,14,16,26,12,16,20,11,16,17,17,18,16,19,17,16,19,21
4,Jordan Broghammer,570.7,918.5,9,46,10,12,15,15,14,9,25,23,8,12,16,15,9,20,17,10,17,16,20,15,15,12,25,12,16,20,26,15,15
4496,Herbert Krabel,570.4,918.0,18,17,19,16,12,21,15,21,19,22,6,24,18,15,26,19,21,9,25,18,18,2,9,8,10,20,22,25,29,24,17
3004,Jack Kilislian,570.1,917.5,9,23,25,9,18,13,15,12,20,25,9,17,13,19,10,24,26,12,13,12,14,10,23,23,13,19,13,19,11,25,24
8611,Ryan Barrett,570.0,917.4,7,16,12,12,15,13,14,11,16,13,13,13,19,17,21,21,20,21,11,9,5,7,12,20,22,19,17,26,26,27,28
1521,Craig McCarthy,569.9,917.1,11,29,9,29,13,13,13,30,16,13,12,14,15,34,16,16,11,19,17,11,16,13,34,11,8,13,13,29,15,28,11
13952,Bobby Smith,567.1,912.6,4,6,6,6,6,10,8,24,16,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32
567,Emily Keddie,566.3,911.4,20,8,14,12,13,17,16,6,14,20,23,12,17,16,14,18,20,14,17,16,17,17,33,18,17,16,21,16,19,20,20
6051,Stephen Liegghio,565.9,910.7,20,12,12,12,14,17,13,22,16,12,15,12,16,15,20,15,15,15,15,15,15,15,10,26,26,26,26,26,26,26,4
2117,Heather DuBey,565.0,909.3,5,5,5,10,10,0,0,20,0,10,0,20,20,0,20,30,0,30,30,0,60,0,60,60,60,0,0,0,0,0,0
457,Jack Christian,563.5,906.9,20,15,10,13,15,16,12,10,20,15,14,15,15,9,10,15,11,20,16,18,16,14,17,16,13,18,20,25,20,27,26
2887,Ben McGuinness,562.9,906.0,7,10,6,12,7,15,11,17,15,12,13,18,11,11,25,13,11,21,12,14,28,21,17,16,19,25,22,26,20,19,34
8965,Rachel Entrekin,562.3,904.9,23,8,19,31,16,11,21,6,67,4,11,13,14,5,23,4,10,11,31,10,18,63,8,18,11,17,15,18,16,32,11
9163,Geoffrey Foote,562.0,904.5,8,11,11,9,13,17,15,18,23,20,16,17,16,17,20,20,20,17,13,28,16,17,35,16,15,15,15,14,16,21,14
15227,Berry Snoeren,561.1,903.0,40,28,14,5,0,6,0,0,0,18,17,16,37,31,2,0,50,43,0,0,50,0,17,16,33,33,12,16,0,0,13
9446,Frank Houweling,560.8,902.5,0,7,19,8,26,10,17,11,10,15,10,21,10,22,11,12,32,13,23,11,18,15,22,10,17,27,11,21,13,17,53
994,Rich Peters,560.3,901.7,10,22,19,11,11,11,16,7,36,9,9,7,10,10,0,50,24,12,12,15,8,8,62,3,19,15,16,17,18,17,14
13576,Daniel Harding,559.1,899.7,0,11,6,5,31,10,10,30,6,9,11,16,30,15,15,15,32,9,16,16,15,30,15,15,15,13,34,15,29,15,16
5215,Steven Taylor,558.4,898.7,14,13,18,14,14,14,15,28,15,13,14,15,14,14,16,15,15,15,15,15,13,15,17,22,15,17,20,19,21,22,22
779,Rebecca Cunningham,558.0,898.0,10,13,12,11,15,14,10,12,23,13,12,11,13,13,18,24,20,12,16,17,13,18,28,20,18,17,13,17,18,27,27
12370,Richard Brownlee,557.6,897.3,20,20,10,21,20,10,10,20,31,21,26,3,6,3,10,18,31,20,23,11,15,31,31,13,26,7,6,11,4,9,12
287,Jill Hudson,557.4,897.0,12,19,31,11,12,8,10,5,69,3,11,11,12,5,13,29,10,10,13,7,6,62,9,12,15,10,11,5,25,50,25
2353,Katherine Mueller,556.6,895.7,12,30,18,14,12,14,12,17,25,20,13,13,13,10,20,26,15,11,13,12,14,32,24,12,13,14,13,16,20,23,10
470,Petrina Crabtree,555.0,893.2,12,12,15,14,30,25,10,16,18,16,12,12,15,15,20,17,15,10,16,16,20,15,14,15,15,16,15,21,19,19,19
14263,Rolando Espina,554.1,891.8,40,4,5,16,23,16,3,21,5,16,18,29,20,12,8,7,19,7,12,6,64,4,5,9,17,20,11,15,10,29,10
10586,joseph bell,552.8,889.6,13,22,15,15,11,17,16,7,27,16,10,16,11,17,21,15,0,0,0,0,17,21,22,28,28,19,0,17,32,20,53
240,Andrea Beasley,551.7,887.8,19,14,17,14,17,12,18,10,21,22,15,16,16,14,18,24,15,12,10,16,12,17,23,12,13,18,17,15,14,16,28
11319,Laura Wong,551.3,887.2,9,22,13,13,13,7,16,13,20,9,17,16,8,15,18,25,9,15,14,7,16,15,26,10,19,19,16,23,21,26,21
1382,Beverley Anderson-Abbs,551.3,887.2,15,18,22,3,26,15,12,16,9,17,2,14,14,15,17,17,21,3,26,17,15,14,25,18,7,16,15,16,7,70,15
2600,Dominique Charton,550.4,885.7,14,14,12,9,13,10,6,22,16,19,16,13,13,13,13,31,16,13,13,13,30,13,11,21,13,13,13,17,19,26,27
602,Bill Susa,549.8,884.9,10,11,7,10,11,12,16,13,15,14,11,12,14,13,13,18,17,13,20,15,20,14,15,19,17,17,15,22,19,22,22
1302,Ted Niemann,549.0,883.5,14,22,13,10,14,10,12,19,22,18,13,17,12,20,13,33,16,15,16,10,17,15,17,18,14,14,13,11,21,28,21
2333,Trevor Parks,548.0,881.9,13,22,12,20,8,16,12,10,31,10,16,14,18,11,17,20,13,20,18,15,14,13,18,11,18,23,12,14,12,21,19
4638,Rick Cheever,547.4,881.0,0,6,8,8,16,16,10,12,22,23,5,34,31,20,15,15,17,22,20,38,20,15,15,16,23,20,18,12,11,13,9
10124,Chris Balestrini,546.9,880.2,21,14,16,19,21,21,18,17,18,13,19,20,17,16,12,16,12,11,19,14,17,15,14,12,16,21,17,17,18,11,11
216,John Brower,546.7,879.8,27,8,4,31,0,36,3,14,15,5,23,6,31,3,30,10,11,20,2,24,0,7,70,0,20,6,31,3,24,10,6
2,KAREN HEATH,545.9,878.6,16,20,11,10,13,10,7,18,20,16,14,13,16,8,18,10,21,11,16,11,15,15,21,27,21,11,18,15,14,22,25
2688,Uwe Hollerbach,545.6,878.0,7,9,8,8,9,13,9,12,17,13,15,13,17,16,17,18,16,15,18,16,18,20,20,20,22,18,18,19,20,22,21
4813,Matt McElroy,545.6,878.0,14,20,11,14,23,22,19,14,36,10,21,28,12,15,19,17,16,18,28,28,13,3,6,10,16,8,0,8,11,2,17
3209,Christian McMahon,545.2,877.4,23,21,11,17,11,15,13,17,27,15,14,13,18,12,17,31,12,9,15,18,13,15,23,17,12,12,17,15,13,28,10
17772,Nik Barter,542.8,873.6,3,3,20,4,5,6,8,8,20,10,11,12,13,15,15,16,17,18,19,20,21,22,23,24,26,26,27,28,29,30,31
9609,Jason Willis,542.2,872.6,15,13,15,11,10,20,18,15,20,13,17,15,20,17,17,22,15,16,17,16,15,16,22,13,17,16,15,16,18,16,14
4013,Moro Harris,541.9,872.1,8,16,22,13,16,16,19,19,19,23,15,19,10,17,14,6,10,14,10,16,15,20,17,19,18,18,14,15,19,8,18
11333,Tania Salaneck,541.9,872.1,8,12,10,11,13,11,13,10,15,15,11,12,11,16,13,19,17,14,18,13,15,11,11,15,52,49,10,13,11,17,17
15432,Peter Weida,541.4,871.3,0,20,13,12,19,14,11,6,19,18,16,17,14,0,16,19,24,10,15,21,20,26,14,23,14,18,19,15,14,19,20
9519,Dave Zidane,541.0,870.7,1,6,0,13,0,0,0,64,30,10,0,30,13,28,13,7,0,20,20,20,20,20,20,24,21,0,20,21,20,0,20
13595,Christopher Eveland,540.7,870.2,10,27,25,7,7,11,27,26,9,5,9,28,26,8,8,19,18,7,27,6,12,18,15,26,12,14,17,9,26,11,13
161,Denise Calcagnino,540.5,869.8,11,10,16,7,6,15,5,12,23,31,10,10,18,8,18,22,30,10,16,22,13,15,22,21,14,12,20,14,15,30,26
13677,Joseph Gorlaski,539.5,868.2,16,23,15,10,10,10,10,0,30,0,15,18,10,10,0,0,100,7,10,13,8,10,25,15,20,25,15,10,7,35,23
5585,Art Jur,539.1,867.6,0,34,16,2,15,13,12,2,34,18,2,19,15,17,5,34,18,7,18,14,7,8,35,19,9,18,17,18,8,37,19
2736,Marsha White,539.1,867.6,15,15,12,16,14,15,15,14,14,13,15,13,15,17,15,18,14,20,15,16,17,16,16,15,19,16,16,16,14,17,19
9025,Jeff Clowers,538.7,867.0,13,11,7,20,22,16,20,20,12,6,19,21,21,25,21,10,5,22,22,21,16,19,7,8,9,17,18,21,17,12,10
13578,David Coats,538.4,866.4,2,26,12,14,10,12,11,6,20,10,13,14,19,5,20,0,20,20,23,15,22,23,20,20,20,20,26,15,22,26,28
580,Shan Riggs,538.3,866.3,12,0,20,16,13,12,24,13,48,10,10,27,17,10,27,19,6,11,20,21,8,50,49,4,4,5,11,12,0,12,2
5612,Jewly Hight,538.0,865.8,12,14,17,13,17,13,22,5,27,14,15,13,16,8,10,29,13,10,25,14,19,10,20,17,14,17,16,14,22,17,27
713,Fran Libasci,536.9,864.0,5,10,24,6,8,6,11,5,10,5,42,37,42,10,11,14,15,12,12,14,14,15,21,21,21,16,17,20,17,21,23
2389,Abbey Hendricks,536.6,863.6,6,38,5,11,11,9,12,13,27,9,10,10,11,8,36,27,17,10,14,17,7,14,31,30,12,7,9,14,13,34,26
7560,Tim McDonough,535.8,862.3,1,67,33,9,3,10,10,4,16,0,16,6,22,15,19,36,13,21,6,16,6,14,20,32,7,18,18,20,19,20,15
10148,Georgia Panagopoulos,535.3,861.5,7,18,8,15,17,18,15,14,10,20,15,15,17,18,13,16,17,19,17,19,20,15,17,14,22,16,20,17,19,14,19
12688,Jessica Grinspan,534.5,860.2,14,17,14,0,9,9,15,10,62,8,9,12,11,14,15,13,17,20,25,15,16,12,8,50,11,13,15,16,15,21,20
6617,Aaron Mulder,534.3,859.9,12,12,12,15,14,8,15,12,15,20,13,15,7,8,5,70,36,8,10,10,19,20,22,34,67,15,7,5,5,6,6
9254,Francis Wainwright,533.7,858.9,19,9,12,9,10,12,12,21,21,16,15,13,12,10,16,22,22,12,11,23,12,13,10,16,23,25,11,11,27,17,34
5053,Nicolas Lemaire,533.4,858.4,11,13,13,19,13,16,10,13,7,17,10,25,11,0,8,13,19,21,16,23,13,9,18,22,25,19,19,19,19,17,31
14447,Kyle Svilar,533.1,858.0,0,23,24,12,13,15,21,20,20,24,17,19,21,17,14,34,8,19,12,22,5,20,0,15,21,7,21,9,5,15,15
12038,Robert Cline,532.6,857.1,17,6,12,12,13,14,15,15,13,16,15,12,16,17,11,14,15,15,16,18,20,15,22,19,17,12,19,9,24,13,15
3586,Lynda Milne,532.6,857.1,19,17,17,14,16,14,17,15,26,8,15,17,24,23,3,16,14,16,16,16,16,16,16,13,14,16,17,14,14,15,2
14192,Greg Nance,532.3,856.7,19,11,9,26,12,16,14,29,10,7,40,11,25,5,8,15,8,39,11,14,16,8,9,11,26,17,16,12,4,41,7
2059,Joseph Schafer,531.6,855.5,12,17,19,15,15,15,17,14,20,17,17,12,17,17,11,11,3,13,13,14,14,18,27,18,11,13,13,14,13,26,21
890,Angelia Finnegan,531.1,854.7,11,11,13,10,10,10,11,10,15,13,12,13,15,15,16,14,15,15,16,16,16,18,16,16,20,20,20,20,20,20,20
4110,Charlotte Vasarhelyi,530.9,854.4,10,50,23,3,0,9,6,3,82,30,4,8,10,6,7,23,14,7,3,12,12,7,34,19,6,18,11,7,5,62,14
10729,Kara Greer,530.6,853.9,16,23,17,18,17,19,15,16,15,16,16,17,16,0,0,0,0,42,43,0,0,18,19,23,26,16,18,15,15,18,14
3637,John Warren,530.0,852.9,8,17,16,10,10,11,13,10,23,15,12,16,13,14,11,21,19,15,13,14,8,25,22,22,23,15,14,15,14,26,20
5281,Sarah Wallace,529.5,852.1,7,32,11,12,13,19,14,11,21,16,16,13,16,10,10,50,14,12,16,11,15,12,22,23,18,15,16,12,14,23,21
10989,Sandra Louie,528.9,851.2,8,8,23,6,14,6,7,10,18,13,13,9,17,16,26,13,13,13,14,13,14,16,14,13,16,17,24,21,21,20,27
5696,Sharon Gayter,526.8,847.7,3,3,3,5,5,6,7,8,9,10,12,12,13,14,15,16,17,19,20,21,21,22,24,24,25,26,27,28,29,33,33
468,Stephen Pheby,526.7,847.6,6,14,4,16,12,8,15,10,13,21,3,32,8,32,8,12,3,13,22,3,37,6,12,13,12,27,4,45,4,15,12
3047,Johnny Healy,526.6,847.5,10,11,13,13,13,14,14,15,17,19,14,15,14,14,14,20,16,0,14,16,17,17,20,21,17,16,15,16,16,23,20
0,<<<--- TRIPLE BUZZARD --->>>,526.4,847.2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2146,Eric Strand,526.0,846.6,24,11,20,10,17,13,17,16,11,13,11,11,10,13,14,13,13,0,0,0,0,80,60,58,47,0,0,4,0,7,2
7314,Irene Koesters,525.6,845.9,6,15,7,13,8,10,9,7,23,10,11,10,12,12,13,26,16,14,13,13,14,13,31,27,15,15,15,15,16,30,30
441,Cathy Downes,524.2,843.6,6,27,15,22,0,10,10,10,18,0,10,11,0,13,0,41,0,16,15,16,16,0,65,2,17,11,10,0,3,47,25
1066,Alfa Severino,523.6,842.7,0,0,56,6,5,4,6,7,6,6,9,6,12,5,5,8,20,16,26,20,21,21,32,12,20,23,17,6,13,42,0
724,Ann Little,523.4,842.3,12,40,5,5,7,10,6,14,19,10,5,11,12,13,11,22,14,11,16,18,10,16,22,20,22,14,16,12,23,50,13
1796,Marina Striker,523.3,842.2,0,0,0,0,0,89,25,0,26,0,24,30,0,29,0,0,37,26,0,0,0,57,0,29,0,42,0,0,0,83,0
5132,Isman Cooper,522.8,841.4,7,21,0,21,8,13,9,27,15,14,11,18,16,19,15,20,15,0,18,20,19,19,17,20,15,13,31,7,14,19,21
848,Nathan Gehring,522.3,840.5,50,4,12,13,13,12,15,10,15,26,13,16,10,15,7,18,20,13,15,13,15,9,20,20,12,8,5,4,4,50,10
12390,Dustin Kessinger,521.8,839.8,14,60,4,4,4,7,13,17,20,22,14,12,16,16,23,18,22,18,17,19,21,16,16,26,12,13,15,22,10,20,7
13935,Sally Grunkemeyer,521.5,839.2,6,26,5,17,12,15,15,23,33,11,4,18,13,15,13,20,6,15,15,20,12,20,30,9,14,16,19,18,13,36,7
435,Sherry Meador,520.8,838.2,15,14,26,7,15,16,8,10,21,30,7,15,7,1,18,11,18,11,20,16,11,20,19,27,10,16,10,5,24,18,34
8646,Jessica Foster,520.0,836.9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,35
10560,Matthew Hageman,520.0,836.9,13,16,18,18,15,18,17,16,12,10,18,23,13,14,27,15,18,12,15,20,9,33,18,13,12,11,17,14,11,11,12
1364,Cathie Johnson,519.4,835.9,17,17,14,11,12,14,15,11,17,18,14,15,17,17,9,15,16,13,16,10,18,0,14,19,17,30,15,12,18,16,21
4501,Nikki Mallory-Harvey,518.9,835.1,11,12,11,14,13,11,13,14,15,14,16,21,15,19,18,16,16,16,16,7,18,11,7,18,21,16,21,0,1,62,42
1535,Justin Saball,518.7,834.7,8,17,11,13,13,13,13,12,17,12,15,14,17,15,16,13,17,14,16,21,15,13,22,13,21,16,18,13,13,17,15
10060,jacco Bijpost,518.7,834.7,9,19,23,6,17,13,10,8,26,12,11,16,16,13,10,24,22,3,3,19,19,16,26,12,15,16,16,17,19,19,22
16,Michelle Carlin,518.1,833.8,11,24,11,10,11,12,14,12,13,13,12,3,12,14,10,16,14,12,14,13,12,16,18,19,13,16,16,15,15,20,37
12839,Kate Jayden,518.0,833.7,1,2,17,7,5,8,7,9,9,16,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,26,27,28,29,54,0
796,Rosemary Evans,518.0,833.6,10,10,10,20,13,17,13,3,21,13,15,19,14,11,17,17,20,18,6,10,13,10,17,16,17,19,16,15,15,19,20
1089,Dave Jones,517.8,833.3,18,17,18,13,21,15,13,22,15,27,14,17,20,10,18,11,31,11,26,13,11,14,0,26,5,13,11,6,22,22,21
8781,Soren Wakelin,517.6,833.0,11,31,13,15,15,12,8,14,20,21,12,14,14,14,8,21,23,18,12,12,12,12,20,23,13,14,13,14,18,17,13
5196,Lisa Grippe,517.0,832.0,12,20,6,0,6,6,6,44,52,6,10,10,10,11,15,18,13,12,11,14,19,21,22,21,15,14,13,6,16,40,17
5195,luc valzer,516.4,831.0,10,10,10,12,13,14,11,13,14,15,17,14,14,15,15,14,22,12,13,19,13,17,19,12,18,14,25,13,20,17,26
1219,Michael O'Rourke,515.4,829.4,3,24,52,5,2,0,10,0,64,2,26,13,11,14,0,75,0,16,0,0,66,2,0,103,0,0,0,0,0,0,0
3851,Sara Krzywanski,514.7,828.3,11,31,7,5,7,8,7,7,31,14,6,3,16,17,7,31,11,15,15,13,14,14,31,15,10,17,17,17,17,31,17
13875,C Fred Joslyn,514.3,827.7,31,8,14,13,13,8,27,30,23,17,16,15,15,15,11,15,16,15,16,9,16,16,15,16,7,18,12,7,16,16,8
4844,Deanna Kwong,514.3,827.7,10,14,20,12,13,4,4,17,22,23,32,19,0,0,0,0,67,55,65,3,3,6,18,10,16,11,3,9,16,0,22
413,Jen Metcalf,513.3,826.0,8,18,5,1,5,14,7,6,20,4,10,9,1,11,2,26,10,17,17,21,18,17,22,34,15,18,17,18,20,31,27
1839,Steven Killeen,513.2,825.9,3,23,13,13,13,13,13,16,16,16,14,14,14,14,15,19,22,15,14,15,15,15,19,21,15,15,15,2,16,23,18
2487,Linda McFadden,513.0,825.6,3,50,31,3,5,6,6,3,31,30,3,20,10,20,20,52,36,4,33,0,8,9,18,17,3,0,0,9,0,32,26
2646,Bruce Werner,512.0,824.0,0,4,6,10,12,14,16,18,32,7,11,9,13,11,20,26,8,5,9,13,13,20,20,20,20,20,26,26,20,41,8
